РУШЕУБ	278941.52
ОЛЕЕЛЭ	444344.76
уевфе	441107.34
ФЧОПЫС	340654.61
ЩЭВНЫ	9194.94
ЧЯТИЩЯ	43047.13
язкид	401643.36
гехаже	51013.899999999994
ДСЮЮХ	854498.96
ЗЫЕЛЫУ	103139.52
рушеуб	3308.8
ОЛЕЕЛЭ	428507.9
УЕВФЕ	250130.44
ФЧОПЫС	690967.2
ЩЭВНЫ	9458.2
чятищя	121131.34
язкид	48060.36
гехаже	334013.07999999996
ДСЮЮХ	406971.4
зыелыу	28418.94
РУШЕУБ	484518.84
олеелэ	368102.56
УЕВФЕ	364114.28
фчопыс	145523.28
ЩЭВНЫ	343045.69
ЧЯТИЩЯ	56818.56
язкид	195721.46
гехаже	470835.75000000006
ДСЮЮХ	265159.69
ЗЫЕЛЫУ	154460.0
рушеуб	431522.51999999996
ОЛЕЕЛЭ	555795.18
уевфе	241894.12000000002
ФЧОПЫС	140626.58
щэвны	485457.38
ЧЯТИЩЯ	30583.13
язкид	3289.38
ГЕХАЖЕ	240874.2
дсююх	67001.12000000001
ЗЫЕЛЫУ	122854.0
рушеуб	341203.52
ОЛЕЕЛЭ	289231.2
УЕВФЕ	381332.0
ФЧОПЫС	25530.44
ЩЭВНЫ	591374.85
ЧЯТИЩЯ	179730.3
язкид	129043.04000000001
ГЕХАЖЕ	315438.8
ДСЮЮХ	618300.0
ЗЫЕЛЫУ	67409.96
рушеуб	518841.21
олеелэ	329189.78
УЕВФЕ	196309.52
фчопыс	440351.47
ЩЭВНЫ	1416.68
чятищя	201361.80000000002
язкид	222655.5
гехаже	702548.6599999999
ДСЮЮХ	191364.32
зыелыу	28543.36
РУШЕУБ	305159.52
ОЛЕЕЛЭ	189378.42
уевфе	265291.44
ФЧОПЫС	111692.64
щэвны	293950.47
чятищя	776327.3
ЯЗКИД	164309.78
гехаже	33837.439999999995
ДСЮЮХ	209179.32
ЗЫЕЛЫУ	279650.07
РУШЕУБ	141430.8
олеелэ	634487.7000000001
уевфе	31151.4
фчопыс	336327.84
щэвны	297760.91000000003
ЧЯТИЩЯ	489879.25
язкид	344524.60000000003
ГЕХАЖЕ	174397.86
дсююх	61005.44
ЗЫЕЛЫУ	26220.42
рушеуб	104973.12000000001
ОЛЕЕЛЭ	281184.34
уевфе	199156.22999999998
фчопыс	135247.32
ЩЭВНЫ	32849.91
ЧЯТИЩЯ	216869.61
язкид	442813.95
гехаже	282855.83999999997
дсююх	377202.06
зыелыу	55103.1
РУШЕУБ	145364.82
олеелэ	132990.51
уевфе	192253.44
ФЧОПЫС	283564.15
щэвны	661274.2799999999
ЧЯТИЩЯ	2242.8
язкид	302869.27999999997
гехаже	98874.26999999999
дсююх	36698.48
зыелыу	531892.48
рушеуб	306840.99
ОЛЕЕЛЭ	2246.72
уевфе	204421.69999999998
фчопыс	656550.93
щэвны	17589.15
ЧЯТИЩЯ	82890.36
язкид	458283.42
ГЕХАЖЕ	39949.53
ДСЮЮХ	58983.84
ЗЫЕЛЫУ	255444.24
РУШЕУБ	2832.72
ОЛЕЕЛЭ	37577.75
уевфе	879397.95
фчопыс	353549.32999999996
ЩЭВНЫ	189597.36
чятищя	326737.8
язкид	561064.56
гехаже	150092.40000000002
ДСЮЮХ	314406.54
зыелыу	379060.56
рушеуб	315972.28
ОЛЕЕЛЭ	14508.4
УЕВФЕ	692169.44
фчопыс	286680.87
ЩЭВНЫ	644438.97
ЧЯТИЩЯ	312604.7
ЯЗКИД	148528.45
гехаже	83087.04000000001
дсююх	70327.5
ЗЫЕЛЫУ	213058.44
рушеуб	124955.74
олеелэ	23129.82
УЕВФЕ	233865.0
фчопыс	301318.5
щэвны	593998.16
чятищя	225742.11000000002
ЯЗКИД	143548.06
гехаже	761676.0800000001
ДСЮЮХ	294547.95
зыелыу	72116.73
РУШЕУБ	169304.2
ОЛЕЕЛЭ	429191.19
уевфе	172442.02
ФЧОПЫС	592250.36
ЩЭВНЫ	38478.54
ЧЯТИЩЯ	778693.5
ЯЗКИД	358996.7
гехаже	42631.7
дсююх	481975.4799999999
ЗЫЕЛЫУ	105183.7
рушеуб	137688.32
ОЛЕЕЛЭ	97485.0
уевфе	6204.799999999999
фчопыс	476199.36
щэвны	295331.82
чятищя	8000.379999999999
язкид	117778.71999999999
ГЕХАЖЕ	650333.13
дсююх	16168.62
зыелыу	54706.12
РУШЕУБ	115949.34
ОЛЕЕЛЭ	701713.2
уевфе	290707.54
ФЧОПЫС	50847.42
щэвны	163956.5
ЧЯТИЩЯ	480544.4
язкид	791234.1
гехаже	428832.8
дсююх	558445.89
зыелыу	433526.10000000003
рушеуб	200305.22
олеелэ	506701.68
уевфе	495117.12
фчопыс	260506.92
щэвны	45077.1
ЧЯТИЩЯ	148166.54
ЯЗКИД	341538.26
ГЕХАЖЕ	86902.13
дсююх	401105.35
ЗЫЕЛЫУ	46072.76
рушеуб	74951.15
ОЛЕЕЛЭ	11647.68
УЕВФЕ	14121.22
фчопыс	76589.76
щэвны	200996.58
чятищя	114371.4
язкид	20787.899999999998
ГЕХАЖЕ	1496.58
ДСЮЮХ	199213.8
ЗЫЕЛЫУ	103331.95
РУШЕУБ	176117.76
ОЛЕЕЛЭ	380466.45
УЕВФЕ	105518.7
ФЧОПЫС	206769.81
ЩЭВНЫ	535694.6
чятищя	26703.4
ЯЗКИД	33491.26
ГЕХАЖЕ	502384.41
дсююх	144971.52
зыелыу	305969.04
РУШЕУБ	173360.23
ОЛЕЕЛЭ	124808.58
уевфе	97406.36
ФЧОПЫС	441.9
ЩЭВНЫ	559240.75
чятищя	251032.08
ЯЗКИД	6289.58
ГЕХАЖЕ	689880.58
дсююх	171841.28
зыелыу	11663.84
РУШЕУБ	373147.22
олеелэ	836695.5299999999
уевфе	270368.1
ФЧОПЫС	242275.62
щэвны	384347.25
чятищя	162710.34
язкид	278857.14
гехаже	25048.390000000003
дсююх	193786.56
зыелыу	559902.14
РУШЕУБ	166479.14
олеелэ	134074.16
уевфе	574096.62
ФЧОПЫС	9768.39
ЩЭВНЫ	43983.48
ЧЯТИЩЯ	369273.34
язкид	697411.3400000001
ГЕХАЖЕ	3615.64
ДСЮЮХ	83794.92
зыелыу	244009.4
рушеуб	207920.26
ОЛЕЕЛЭ	8410.3
уевфе	238033.18
фчопыс	120210.48000000001
ЩЭВНЫ	83186.18
ЧЯТИЩЯ	594131.0
ЯЗКИД	328352.6
гехаже	216750.08
дсююх	218355.59999999998
ЗЫЕЛЫУ	82799.11
рушеуб	358151.71
олеелэ	47056.350000000006
уевфе	618938.34
фчопыс	1517.0
щэвны	72621.12
ЧЯТИЩЯ	471067.52
язкид	38534.58
ГЕХАЖЕ	22436.87
дсююх	7834.700000000001
ЗЫЕЛЫУ	157502.79
рушеуб	357817.75
ОЛЕЕЛЭ	92450.4
УЕВФЕ	6266.7
ФЧОПЫС	641407.52
щэвны	271284.85000000003
чятищя	138155.01
язкид	313831.56
гехаже	121590.87999999999
дсююх	591287.52
зыелыу	150449.96
рушеуб	632214.3300000001
ОЛЕЕЛЭ	120213.2
уевфе	625433.28
ФЧОПЫС	274113.2
ЩЭВНЫ	294002.33
ЧЯТИЩЯ	159633.7
ЯЗКИД	293698.17
гехаже	99274.6
дсююх	122.45
зыелыу	46362.4
РУШЕУБ	178457.36
олеелэ	171625.91999999998
уевфе	248759.68000000002
фчопыс	323235.4
ЩЭВНЫ	512566.15
ЧЯТИЩЯ	120358.48
язкид	632825.6
ГЕХАЖЕ	74802.0
дсююх	629913.4
зыелыу	184685.76
рушеуб	26478.100000000002
олеелэ	3438.25
УЕВФЕ	397027.2
фчопыс	23244.44
ЩЭВНЫ	24946.28
чятищя	343396.26
язкид	335766.42
гехаже	237032.94999999998
дсююх	624336.0
ЗЫЕЛЫУ	411127.8
РУШЕУБ	245908.41
ОЛЕЕЛЭ	69298.8
УЕВФЕ	178081.64
ФЧОПЫС	68146.98
щэвны	322499.76
ЧЯТИЩЯ	135195.93
ЯЗКИД	41002.83
ГЕХАЖЕ	599148.48
ДСЮЮХ	778480.64
ЗЫЕЛЫУ	224870.76
РУШЕУБ	524936.4
ОЛЕЕЛЭ	3877.05
уевфе	549780.6599999999
ФЧОПЫС	281756.48
щэвны	16796.0
ЧЯТИЩЯ	232143.92
ЯЗКИД	806019.13
гехаже	176719.94
ДСЮЮХ	458499.86
ЗЫЕЛЫУ	317341.2
РУШЕУБ	429761.1
олеелэ	12852.17
уевфе	152077.25
ФЧОПЫС	469807.42
щэвны	529012.08
ЧЯТИЩЯ	530952.94
ЯЗКИД	75678.9
ГЕХАЖЕ	360716.4
дсююх	496661.55
ЗЫЕЛЫУ	150261.3
рушеуб	38350.1
ОЛЕЕЛЭ	718480.53
УЕВФЕ	68.31
ФЧОПЫС	634646.88
щэвны	295501.06
чятищя	290175.96
ЯЗКИД	587294.85
гехаже	250946.63999999998
дсююх	106882.37999999999
ЗЫЕЛЫУ	83432.48
РУШЕУБ	441701.2
ОЛЕЕЛЭ	547947.4
УЕВФЕ	800288.91
ФЧОПЫС	127151.64
щэвны	362297.37
чятищя	775380.54
ЯЗКИД	8048.7
гехаже	114158.32
дсююх	50684.96
ЗЫЕЛЫУ	699314.68
рушеуб	93761.47
олеелэ	190142.47
уевфе	86286.0
ФЧОПЫС	100059.74
щэвны	353547.48000000004
чятищя	237602.32
язкид	609432.0
ГЕХАЖЕ	374330.46
ДСЮЮХ	351830.6
ЗЫЕЛЫУ	257011.2
рушеуб	149186.1
ОЛЕЕЛЭ	75340.14
УЕВФЕ	32428.16
ФЧОПЫС	249907.5
щэвны	66207.4
чятищя	279315.58
ЯЗКИД	176829.84
гехаже	10599.82
ДСЮЮХ	121482.18
ЗЫЕЛЫУ	702478.8
рушеуб	236793.76
ОЛЕЕЛЭ	36023.2
УЕВФЕ	18990.09
фчопыс	182680.75
ЩЭВНЫ	608512.16
ЧЯТИЩЯ	877719.44
ЯЗКИД	462422.64
ГЕХАЖЕ	95099.9
дсююх	29464.5
зыелыу	450998.02999999997
РУШЕУБ	285924.2
олеелэ	74727.36
УЕВФЕ	19716.75
фчопыс	561688.9
ЩЭВНЫ	128061.0
ЧЯТИЩЯ	41727.35
ЯЗКИД	62348.0
гехаже	806872.66
ДСЮЮХ	41634.67
зыелыу	618439.6
рушеуб	719521.04
ОЛЕЕЛЭ	241781.7
уевфе	66740.52
ФЧОПЫС	90113.2
ЩЭВНЫ	11533.2
чятищя	66888.04
язкид	616444.8
ГЕХАЖЕ	35525.12
ДСЮЮХ	279034.88
зыелыу	832418.1900000001
РУШЕУБ	92457.84
олеелэ	647493.0
УЕВФЕ	460498.86
ФЧОПЫС	63091.06
ЩЭВНЫ	18498.78
чятищя	34246.82
ЯЗКИД	32190.6
гехаже	19456.5
дсююх	5976.599999999999
ЗЫЕЛЫУ	44843.54
РУШЕУБ	8124.28
ОЛЕЕЛЭ	133311.75
уевфе	568217.7000000001
ФЧОПЫС	718991.58
ЩЭВНЫ	604384.0
ЧЯТИЩЯ	16519.17
язкид	574136.4299999999
гехаже	409504.42
ДСЮЮХ	17837.96
ЗЫЕЛЫУ	14040.81
РУШЕУБ	124904.49
олеелэ	87563.67
уевфе	462455.0
ФЧОПЫС	93681.78
щэвны	370997.12
чятищя	188040.93000000002
язкид	969.54
гехаже	4408.9800000000005
ДСЮЮХ	86775.15
зыелыу	192251.48
РУШЕУБ	106057.0
олеелэ	591334.8
УЕВФЕ	67556.97
фчопыс	174500.16999999998
щэвны	622017.82
чятищя	57336.439999999995
язкид	48294.28
ГЕХАЖЕ	49669.08
ДСЮЮХ	12241.13
ЗЫЕЛЫУ	32402.94
рушеуб	53337.69
ОЛЕЕЛЭ	72949.1
УЕВФЕ	511519.96
фчопыс	20879.59
ЩЭВНЫ	26936.28
чятищя	82585.58
язкид	58976.399999999994
гехаже	752606.5
дсююх	85299.04
ЗЫЕЛЫУ	216641.25
рушеуб	103244.93
олеелэ	176943.36000000002
УЕВФЕ	213615.6
ФЧОПЫС	121011.57
щэвны	296312.32
ЧЯТИЩЯ	21531.0
ЯЗКИД	516044.04
гехаже	178782.12000000002
ДСЮЮХ	3597.84
ЗЫЕЛЫУ	37876.12
рушеуб	24692.48
олеелэ	310427.7
УЕВФЕ	530320.0
ФЧОПЫС	723191.04
щэвны	196871.22
ЧЯТИЩЯ	116725.25
язкид	769479.6599999999
гехаже	42136.55
ДСЮЮХ	18193.0
ЗЫЕЛЫУ	858860.13
РУШЕУБ	352516.5
ОЛЕЕЛЭ	398000.32
уевфе	51283.75
ФЧОПЫС	289751.68
щэвны	2094.28
ЧЯТИЩЯ	190634.82
язкид	849236.1599999999
ГЕХАЖЕ	279138.81
ДСЮЮХ	607583.27
ЗЫЕЛЫУ	94525.76
РУШЕУБ	292485.44
ОЛЕЕЛЭ	19958.0
УЕВФЕ	303660.7
фчопыс	423040.2
щэвны	207334.35
чятищя	111810.95999999999
ЯЗКИД	69293.4
ГЕХАЖЕ	501370.3
ДСЮЮХ	426437.2
зыелыу	185621.84
РУШЕУБ	29071.74
ОЛЕЕЛЭ	242728.92
УЕВФЕ	263816.47
фчопыс	47316.14
щэвны	381928.29
чятищя	177764.24
ЯЗКИД	57062.72
гехаже	669125.7000000001
ДСЮЮХ	103801.64
ЗЫЕЛЫУ	66134.64
РУШЕУБ	82040.0
ОЛЕЕЛЭ	122129.7
УЕВФЕ	19217.82
ФЧОПЫС	164536.92
ЩЭВНЫ	430251.48
ЧЯТИЩЯ	794178.93
язкид	365187.75
гехаже	464389.44
ДСЮЮХ	279776.8
зыелыу	737009.4600000001
рушеуб	21711.8
олеелэ	133235.55
УЕВФЕ	233835.68
ФЧОПЫС	118919.08
ЩЭВНЫ	46877.84
чятищя	103149.18
язкид	207841.92
ГЕХАЖЕ	394891.05
ДСЮЮХ	129033.44
зыелыу	230448.27000000002
рушеуб	172741.4
олеелэ	13693.900000000001
уевфе	651326.0
ФЧОПЫС	22607.64
ЩЭВНЫ	854429.7
чятищя	54421.4
ЯЗКИД	271180.45
гехаже	354688.51
ДСЮЮХ	68907.0
зыелыу	124518.51
РУШЕУБ	60311.48
ОЛЕЕЛЭ	418173.8
УЕВФЕ	437360.0
фчопыс	421178.08
щэвны	543036.41
чятищя	137254.09999999998
ЯЗКИД	1174.0
ГЕХАЖЕ	279852.08
ДСЮЮХ	153501.99
ЗЫЕЛЫУ	26741.88
рушеуб	488022.05000000005
олеелэ	261930.9
уевфе	2023.2599999999998
фчопыс	18971.920000000002
щэвны	430802.19
ЧЯТИЩЯ	241260.13
ЯЗКИД	379341.99
гехаже	12648.0
дсююх	96716.16
ЗЫЕЛЫУ	1263.6
РУШЕУБ	598745.1
ОЛЕЕЛЭ	6133.05
УЕВФЕ	285155.35
фчопыс	43377.36
ЩЭВНЫ	671265.98
чятищя	240600.4
язкид	184239.65
ГЕХАЖЕ	49467.6
дсююх	120585.07999999999
зыелыу	39718.26
РУШЕУБ	78719.64
олеелэ	141789.19999999998
УЕВФЕ	469389.48
ФЧОПЫС	578172.16
щэвны	541257.0800000001
ЧЯТИЩЯ	12402.8
язкид	148185.18
гехаже	582825.0
дсююх	26224.800000000003
ЗЫЕЛЫУ	21478.53
РУШЕУБ	94718.61
ОЛЕЕЛЭ	136099.11
УЕВФЕ	120331.75
фчопыс	86639.40000000001
щэвны	653157.42
чятищя	217879.91999999998
ЯЗКИД	515774.71
ГЕХАЖЕ	547232.72
дсююх	368185.16000000003
ЗЫЕЛЫУ	28912.0
РУШЕУБ	269271.75
ОЛЕЕЛЭ	239871.39
УЕВФЕ	143566.08
ФЧОПЫС	127332.34
щэвны	131302.05
ЧЯТИЩЯ	222010.14
язкид	384220.94999999995
ГЕХАЖЕ	102583.95
ДСЮЮХ	132276.32
ЗЫЕЛЫУ	325412.9
рушеуб	85535.88
ОЛЕЕЛЭ	266156.75
уевфе	120744.36000000002
ФЧОПЫС	51615.36
ЩЭВНЫ	375847.84
чятищя	85070.7
ЯЗКИД	506862.24
ГЕХАЖЕ	49794.36
ДСЮЮХ	215289.57
зыелыу	322218.66000000003
РУШЕУБ	147583.41
ОЛЕЕЛЭ	387385.6
УЕВФЕ	580648.0
ФЧОПЫС	237495.0
щэвны	305890.82999999996
чятищя	23955.68
ЯЗКИД	676485.16
ГЕХАЖЕ	596660.68
ДСЮЮХ	199321.85
ЗЫЕЛЫУ	401947.62
рушеуб	7240.8
олеелэ	249317.1
уевфе	177128.25
ФЧОПЫС	48820.22
щэвны	331007.04
ЧЯТИЩЯ	128066.9
язкид	3378.32
ГЕХАЖЕ	203461.5
ДСЮЮХ	97186.5
зыелыу	118752.48000000001
РУШЕУБ	53662.8
ОЛЕЕЛЭ	50593.58
уевфе	115281.25
фчопыс	12662.38
щэвны	23362.920000000002
ЧЯТИЩЯ	191112.32
язкид	280275.7
ГЕХАЖЕ	260634.84
дсююх	398996.0
зыелыу	517659.60000000003
РУШЕУБ	27079.68
олеелэ	63410.399999999994
уевфе	250413.16999999998
ФЧОПЫС	126660.03
щэвны	79447.8
ЧЯТИЩЯ	149229.76
язкид	19655.02
ГЕХАЖЕ	301094.73
дсююх	556855.92
зыелыу	315402.22
рушеуб	116156.92
олеелэ	13031.58
уевфе	13340.83
ФЧОПЫС	539240.57
ЩЭВНЫ	6311.76
чятищя	42288.87
язкид	18277.64
гехаже	58692.369999999995
ДСЮЮХ	36444.4
зыелыу	273912.45
РУШЕУБ	17855.88
ОЛЕЕЛЭ	206360.8
УЕВФЕ	230189.77
фчопыс	167258.52
щэвны	73732.96
чятищя	12058.2
язкид	297808.94
гехаже	514773.35000000003
ДСЮЮХ	96278.0
ЗЫЕЛЫУ	246013.64
рушеуб	68819.31999999999
олеелэ	71786.14000000001
уевфе	114156.73999999999
ФЧОПЫС	281710.44
щэвны	41352.85
ЧЯТИЩЯ	820378.26
ЯЗКИД	81414.06
ГЕХАЖЕ	482099.35
ДСЮЮХ	63437.0
ЗЫЕЛЫУ	213750.1
рушеуб	108254.37000000001
олеелэ	201136.93
УЕВФЕ	155779.96
ФЧОПЫС	153460.5
ЩЭВНЫ	46159.68
чятищя	45951.32
ЯЗКИД	169775.03
гехаже	863964.0
ДСЮЮХ	487279.2
зыелыу	283032.51
РУШЕУБ	482733.44
олеелэ	445520.02
УЕВФЕ	63131.2
фчопыс	314370.63
ЩЭВНЫ	263253.72
ЧЯТИЩЯ	560784.18
ЯЗКИД	545414.34
гехаже	45513.18
дсююх	399748.8
ЗЫЕЛЫУ	599.13
РУШЕУБ	503083.88
олеелэ	143596.8
УЕВФЕ	53131.98
фчопыс	129818.48000000001
ЩЭВНЫ	400800.4
ЧЯТИЩЯ	223533.2
ЯЗКИД	77253.75
ГЕХАЖЕ	16185.68
дсююх	72807.75
зыелыу	57187.58
РУШЕУБ	158616.64
ОЛЕЕЛЭ	83997.2
УЕВФЕ	153345.78
фчопыс	455560.62
щэвны	160311.19
ЧЯТИЩЯ	61506.42
язкид	89391.52
ГЕХАЖЕ	1352.75
ДСЮЮХ	685206.36
ЗЫЕЛЫУ	240399.99
РУШЕУБ	102096.5
олеелэ	2238.35
УЕВФЕ	709729.5
ФЧОПЫС	237793.82
щэвны	9074.16
чятищя	13874.56
ЯЗКИД	111975.5
ГЕХАЖЕ	195098.32
ДСЮЮХ	522846.74
зыелыу	162538.74
рушеуб	163991.88
олеелэ	74126.79000000001
УЕВФЕ	187130.15
ФЧОПЫС	357331.5
ЩЭВНЫ	13717.2
чятищя	632610.0
язкид	188255.76
ГЕХАЖЕ	374636.6
ДСЮЮХ	396856.8
ЗЫЕЛЫУ	445267.68
рушеуб	16060.480000000001
ОЛЕЕЛЭ	47655.68
уевфе	59086.8
фчопыс	474369.28
ЩЭВНЫ	386166.88
чятищя	27543.04
язкид	6011.400000000001
ГЕХАЖЕ	66597.3
ДСЮЮХ	59523.75
ЗЫЕЛЫУ	225225.6
рушеуб	523345.68
ОЛЕЕЛЭ	192611.4
уевфе	546316.8
ФЧОПЫС	29629.81
щэвны	278037.96
чятищя	8226.699999999999
ЯЗКИД	207361.1
ГЕХАЖЕ	178926.08
дсююх	22411.83
ЗЫЕЛЫУ	964.8
рушеуб	291407.77999999997
ОЛЕЕЛЭ	642084.72
уевфе	137487.30000000002
фчопыс	24807.9
ЩЭВНЫ	420466.9
чятищя	476266.98
ЯЗКИД	79502.47
ГЕХАЖЕ	98714.1
ДСЮЮХ	142020.0
зыелыу	29635.2
РУШЕУБ	479577.04
ОЛЕЕЛЭ	19505.01
уевфе	74421.1
ФЧОПЫС	729655.07
ЩЭВНЫ	837344.44
чятищя	144751.09
ЯЗКИД	118768.65
ГЕХАЖЕ	189854.0
ДСЮЮХ	414159.69
зыелыу	43300.12
РУШЕУБ	834190.85
ОЛЕЕЛЭ	117580.41
уевфе	2822.4700000000003
фчопыс	118186.32
ЩЭВНЫ	120887.96
ЧЯТИЩЯ	112462.2
язкид	369576.0
ГЕХАЖЕ	647536.96
дсююх	424522.35
ЗЫЕЛЫУ	8976.2
РУШЕУБ	211512.6
олеелэ	308298.02999999997
уевфе	154642.86
ФЧОПЫС	113306.4
щэвны	131247.0
чятищя	197846.4
ЯЗКИД	133729.96
гехаже	157478.69999999998
дсююх	578738.48
зыелыу	295748.12
РУШЕУБ	248648.95
олеелэ	8466.84
уевфе	447523.16000000003
фчопыс	6360.32
щэвны	429827.18
ЧЯТИЩЯ	790034.31
ЯЗКИД	57802.13
гехаже	26238.0
ДСЮЮХ	38852.99
ЗЫЕЛЫУ	607794.84
рушеуб	250772.4
олеелэ	298258.70999999996
уевфе	60889.38
ФЧОПЫС	448323.6
ЩЭВНЫ	578234.56
чятищя	139779.36
ЯЗКИД	51993.0
ГЕХАЖЕ	56846.97
ДСЮЮХ	127659.69
ЗЫЕЛЫУ	77859.26
рушеуб	121057.74
ОЛЕЕЛЭ	207730.25
уевфе	483274.39
ФЧОПЫС	382536.0
щэвны	17517.170000000002
ЧЯТИЩЯ	387945.14
ЯЗКИД	2904.84
ГЕХАЖЕ	53964.82
ДСЮЮХ	418623.52
зыелыу	112074.56
рушеуб	498954.22
олеелэ	133652.7
уевфе	608462.79
фчопыс	650592.2999999999
щэвны	72000.88
ЧЯТИЩЯ	10889.09
язкид	362806.5
ГЕХАЖЕ	62300.19
дсююх	94548.5
зыелыу	157375.25
рушеуб	44582.86
олеелэ	770189.34
уевфе	50758.65
фчопыс	3798.96
щэвны	324010.96
чятищя	856671.27
